signal_strength,sinr,connected_users,bandwidth_mhz,packet_loss,jitter,mobility_speed,latency,throughput,qos_class
-73.66531384220056,8.889243613679703,434,80,3.9335417035365454,6.630723202336386,40.55778605638034,94.39118974491105,104.49598084878113,Poor
-108.07705910794965,7.008232531497298,170,80,3.8683128244783287,14.758611915001314,84.65880296077401,74.05762877477503,114.33252831246826,Poor
-119.66867297258386,1.2627956890908565,187,100,3.739192872060359,1.2126903742492279,22.50053485427764,78.20235879852902,127.36399250408994,Poor
-71.07231429270995,0.5362180420024143,126,80,0.75304051609137,1.7484723930322703,90.07181480929516,67.00047539240408,124.4993206322884,Medium
-77.58855936914297,29.631671692080946,205,100,1.086154432265054,17.045428549067,28.319592709108505,51.93797158994035,235.0768946480803,Medium
-76.25956991754076,12.83319401207587,392,60,2.319950657322125,16.093032720793293,17.22537071325215,74.31348376849229,84.27864895481805,Poor
-73.72377919884326,11.52979941479045,499,40,1.3200217497973292,29.84287768202254,22.249062044886514,97.67390979118453,31.02829243858212,Poor
-115.55732089595458,20.389418480792095,336,80,2.0762048616702025,6.8534132255489855,21.847575465822647,64.60765047018269,142.54803531865727,Medium
-98.49205628734364,6.5476166359519254,95,40,4.442320549614603,8.485013945653584,61.54354552523894,77.28727901466308,35.06996894483172,Poor
-113.04785642849222,28.49883551850676,298,40,4.121634459396346,4.292678627462314,101.37570974257753,61.04507146781701,83.00083696407967,Medium
-68.21379444746438,23.59035043246656,90,40,3.150199392399911,27.608747279958596,9.552609239100676,76.2142637312094,95.65349185088091,Poor
-82.60211239034652,2.6823300693677856,161,60,4.2906019712555175,23.556526089295073,84.83475821921073,78.97107183100265,68.97447938947322,Poor
-100.14611850884106,12.52742327354785,70,20,3.9188619450862463,24.847834232248577,78.52157515834291,78.42788088049937,23.662860573155257,Poor
-116.18649898283859,26.37354922686494,70,80,2.1449246592044524,27.180149850970754,104.70239421952348,66.71571156976337,164.18184360867454,Medium
-101.34106069706027,28.34196066874231,363,20,1.0053257602497256,16.22209961504931,29.297707260828865,61.37989946068656,47.45410313258014,Poor
-100.48900067839517,14.022045337496092,37,20,2.571005200046696,14.084602552070987,54.01318304220355,62.28739978172416,37.8057455605051,Poor
-76.22362929971615,18.40234167632123,451,20,3.681144412642751,10.581352736302879,111.09928493322208,77.78959216209101,3.73629424733463,Poor
-81.74655171868721,5.0110183827622565,52,40,2.182097993647965,18.08722381608781,79.19921401623806,70.08407647897661,52.55156976440546,Poor
-66.76723544542041,29.735058784109295,178,100,3.333859548919486,14.174073506904852,46.65220954339163,50.00995955754238,231.6747444495866,Medium
-91.66710449028304,6.950151041503302,432,40,0.47163713145521813,14.095402011561678,15.769485942632215,74.20105243761294,30.57421888535567,Poor
-112.8243452437019,28.28195322405377,95,40,3.740023681857017,28.170908048203028,31.498200948070924,62.87039214641602,93.80656619231759,Medium
-77.2053127666203,19.489399469771055,186,20,4.06356809946531,29.536913914094775,69.745857298726,83.98421251705723,39.849942650981205,Poor
-74.35289708298615,18.232103846365774,26,40,3.534189278902706,24.098047290557844,86.18015370726165,64.86285834547003,74.98903495275057,Medium
-86.32336814583022,15.380655330495257,107,20,4.8363179376318275,22.94598461716092,14.930626422227217,75.74055896844465,9.73779660377167,Poor
-73.74196920272634,6.920094351532761,463,100,4.133260287303202,20.736186691593943,71.95167120528649,96.77267955067666,148.20232943966028,Poor
-90.37226421813656,5.295840960165248,207,80,4.515468639382691,5.8161707176718975,66.04215346065013,74.50329777919231,121.60490679618083,Poor
-88.63603023708035,6.61458627210526,107,20,4.667855417288241,2.714068805393981,61.674653602884966,71.97471216155303,-7.564124751221188,Poor
-94.34753889848702,5.593147864327635,74,100,4.0067399593690425,21.03106313828463,82.81477412184095,81.86234308997786,170.23938865826,Poor
-118.47485239535429,23.3875342070026,339,80,3.3712942100324956,22.134800445440703,100.49395141001543,81.34460268494519,131.07844414256837,Poor
-113.52651438040174,10.503757775001903,350,60,0.02859290680394644,2.362216741846054,38.758761981224204,64.12866753794621,72.6418442039657,Medium
-118.11424885879595,1.735280296901891,14,20,2.3291287661156233,27.913500756636594,106.68146281331514,80.93153008151009,-0.23062736593711364,Poor
-81.81537532417317,29.07307890422434,11,20,2.855811493111805,3.6430785438956486,19.276033514226082,39.62009615980748,87.37509440367833,Medium
-101.1386411354204,26.51357654890277,31,60,1.5201513622399982,9.29111547936487,20.762864370139724,40.95800629370379,165.06878736066272,Medium
-89.48575853011783,27.83256849585639,121,60,1.5905222345173602,20.49930457116243,32.01264763487087,50.13949232945575,154.75634859352527,Medium
-65.54601156443442,29.847234679393058,66,20,4.8057970785508255,5.926305237729814,14.343704345649337,48.34759579262922,63.88885325450853,Medium
-105.04246625106751,5.216857476584619,75,60,4.458554326013729,2.6070607648250883,27.63830696194531,70.20698090656109,67.57658787428497,Poor
-95.37702461786222,11.887260567079762,339,40,4.245895027508521,10.603248185760345,12.769411548341353,78.24896518250212,41.18152210123188,Poor
-74.66693168741708,22.74715427112274,107,80,2.030059008530553,23.213175670800194,98.61029003824684,68.86335625356395,178.33704306928692,Medium
-106.27211007050265,20.880618541613767,153,80,0.06849275204457272,12.996681690572549,16.67627902639495,50.1296492429156,164.68621265136017,Medium
-115.38120541027241,4.616877190195652,377,80,0.4011112322785704,19.93621473533024,89.67570690718281,88.22324402748661,100.37112727472638,Poor
-102.61491282517392,24.474993749718532,444,40,1.5609818410880183,17.80895381961596,5.749664149600049,74.18903531116426,63.45904425819398,Poor
-110.32672276475974,6.73321715509982,134,60,0.07871456497838492,1.644335978741832,113.82243930166982,48.89313754859442,87.91039436563865,Medium
-64.21814085944561,6.714528444678693,176,100,0.08574890957599057,29.667659624325495,85.33921050333194,74.22850367667976,180.58259908909247,Poor
-71.51277722613499,16.109232686802407,95,60,4.583016508212055,2.2014145757622448,0.815585830333414,53.368408380851285,104.30336002140875,Medium
-81.99577460937459,17.788198045251093,85,20,3.5307925105952704,29.066279391806066,91.66278002402568,75.44113395577088,45.91969405770123,Poor
-67.71236458873693,17.402586235134336,353,80,1.5447799503407633,16.946061172567546,61.68983049194224,68.34045159482629,155.61879250771216,Medium
-71.77967538605313,2.744605121932646,433,60,0.6632228880047658,28.93161178488693,93.52382044021437,86.79204566281749,58.029124928486596,Poor
-108.80579646683785,26.32382587891141,303,100,2.5581785894753857,4.3278543830012275,62.699617066870616,64.96388551561351,198.26865345322142,Medium
-66.44646009060133,7.968001277661182,453,20,0.026730804271822284,15.221847056379882,76.92298291624256,82.1907538393457,-1.7609902230944692,Poor
-87.63946548506095,3.885447638484125,68,40,4.69206871929072,5.9156186641157005,94.35979864740486,78.21604472506887,21.31373673254486,Poor
-71.55359069015626,26.662442396069316,147,40,2.074075596944736,2.47827143365083,48.61296655054281,49.96169485773379,92.25281620335141,Medium
-66.2345220045904,28.6695449468926,108,100,2.0116747761866636,18.908344336807037,0.3249779784542506,47.572458962368586,235.97817471434763,Medium
-100.91979150168817,25.86382851796352,201,20,1.952968037908911,7.025719207889052,101.99357951342262,50.08641531875298,45.138453780514496,Poor
-113.3968845283394,24.285482241746344,252,80,0.3466416519388238,18.043213530338832,45.70684351495951,55.49091207824597,166.75339173256276,Medium
-106.3238902474835,19.65725941917065,328,60,3.1916111989591327,4.258569976520583,59.52512712198997,57.87295087356976,98.65115417900532,Medium
-94.37353268242462,16.52572111827418,58,20,3.6650180981417666,10.62760767154838,0.931997058476246,58.993815393811644,20.84081309311501,Poor
-70.91911404465041,2.609602797342304,457,40,3.3806269879414512,23.667344183544166,59.051041242011756,98.12147676428765,9.733001451729546,Poor
-68.35616500461938,12.253596392120961,41,100,0.6921774666469716,13.674494133423442,118.37848818860755,55.217973383762335,193.11497801261353,Medium
-119.58287216812856,11.18065551036942,400,100,2.894200840177963,19.204617032022753,33.392119298252354,98.73744887602396,137.98488830658246,Poor
-89.35516184534606,7.792613512809786,286,60,2.8474224208612693,19.77628028162083,47.45019242908537,83.19451368730815,64.49447268937625,Poor
-94.95533981107326,21.70260341065755,29,100,4.3420539397069104,25.468896275631515,82.4627995762412,69.91693269609199,210.5571409897992,Medium
-106.67353137175618,14.876272052363124,163,100,1.8956382918782348,10.422761037792597,97.77524010283904,59.87641688825655,180.6089431489417,Medium
-112.80807795997903,2.431386477229438,392,20,1.857429718297171,20.93157131489301,50.086994880732036,93.42527401209895,-39.577899602106946,Poor
-99.74308971578232,6.6054960584943405,77,80,3.092635293590928,28.886858404338806,37.160264448155104,75.78735916737654,112.0435782200666,Poor
-63.42541776524885,20.497762909787877,375,60,3.165363267497565,22.177056696378173,112.53909599820805,90.01736990539437,107.00789220201085,Poor
-100.60782407875469,2.2839257847090053,381,20,2.346426136628952,15.20624382481459,81.25739600060031,86.63213855878472,-17.312874837259116,Poor
-88.87256269539803,25.53620742146306,223,80,2.2152968116521055,19.290805890265947,14.28255653917693,61.109836267468815,167.13227192074396,Medium
-77.81886246628933,14.85439581041923,152,20,2.4707383531894136,22.450804035130137,8.271345376157836,76.16518495733236,33.71601985475973,Poor
-98.18222385724236,14.417597319799441,385,20,4.30522649751656,18.755997205122302,58.02598209484429,83.61141321758802,-9.472693239958314,Poor
-61.69307503674236,17.772233539785528,241,100,2.30583450626955,1.4835985912053355,26.410807925672692,61.690325122370176,202.3385512190523,Medium
-62.253162303473324,24.740428977754476,222,80,4.6996589598491125,6.6484314329295495,30.47817040515042,71.78604493822036,176.43148593956093,Poor
-104.89306225047815,10.434276237065792,88,60,2.5200188179816303,24.503578299248513,105.32306145934179,72.0784452297328,86.16572478788719,Poor
-90.16508964645688,20.340484576771907,223,60,4.746003465904457,8.906868772062055,10.747922917957279,80.36064240804309,110.48313480666192,Poor
-101.94730141099382,16.97195891987373,125,80,4.164159509345379,22.215301467272884,85.84369382746675,78.1012395598798,166.88255341855515,Poor
-102.90957033735194,8.01084810508264,101,100,1.8121566130791456,11.791486242009261,32.53707040567057,67.42745963597909,171.40333305682844,Medium
-117.78678315872803,26.35889959065474,279,40,4.31820710648308,16.134645516580353,91.23938656849653,78.25928729094471,84.18676462205559,Poor
-83.42613996120619,23.922780648207844,420,20,0.5503164210055761,2.9712256947627074,86.68936613562535,64.29657392497178,46.85676385617931,Poor
-89.83925860626832,19.753555039752765,390,100,4.625235876715072,6.255541270441577,0.887028173315163,77.8861732963991,159.67916607120057,Poor
-116.91127492500064,25.51745187282726,498,80,3.158217575414458,28.7587119420578,61.0962495505919,91.23453436972117,136.91369774393905,Poor
-103.28121214580331,26.01882602879407,177,20,0.2719537426115559,26.814003549960507,16.718337885365564,64.87426409818795,57.9203865529038,Poor
-65.50404684200078,21.250889301451043,67,60,3.221283618254058,19.915978216072457,103.9472436694412,57.36655240129893,130.1252241031068,Medium
-105.62628655998165,25.110399850910163,293,40,4.87123827072378,14.329693324186383,104.59030594348879,65.42990653093422,64.55864147109605,Medium
-111.30630767452661,20.924143850078508,35,60,0.3490032730731446,20.59707749396149,50.20149689925097,50.53688265597328,132.15739132777162,Medium
-90.63283438334622,20.404223152809013,378,80,2.7734385489004314,18.93969838372423,53.327474214129666,68.16070775486457,130.2530939026578,Medium
-60.86097275336396,18.558341346455528,456,20,3.738971748796862,17.488015412533752,36.393952728543255,83.5808492252569,43.2403920412346,Poor
-105.47668370930998,22.581499186729236,75,80,4.051292933497656,2.7161350840427128,85.99275587520373,55.363134614432816,167.3760685536974,Medium
-79.67186715564728,4.7581531587922115,418,20,2.069137326603979,19.3512757091837,43.039363563175094,87.5377259455351,-18.936071560481025,Poor
-74.30282308027694,26.426122775967855,257,100,1.0208327958412151,23.29868129256388,32.13509694271605,61.39354462686684,224.7918762290964,Medium
-105.74174736045602,26.15530583235696,263,40,0.21171139386191917,29.82836798472169,51.86772714054099,58.94412593076266,106.09414777979782,Medium
-76.30701908328842,0.8774184910367744,396,100,2.898630785486124,1.3212780252349807,10.978502206495047,85.55820068663428,146.69199753545925,Poor
-97.93301203684481,24.77450251694288,465,100,2.264555351338054,22.17503014600962,89.59238455730446,72.69382365839294,193.47837969952622,Poor
-82.06165016438524,3.866096024203356,53,80,4.743721975748555,17.581890162143434,1.5115681526144353,70.32482554185677,112.0269451759564,Poor
-81.98821735434632,10.053565627774256,106,40,0.3030245385745489,13.587513106347744,77.33820738247127,56.94381096385611,82.09672796848764,Medium
-87.85351895551449,22.30524768874823,51,20,3.4269767172300285,4.699535062569756,21.94374321058469,56.278482886320134,51.983044327247356,Poor
-114.5826137967355,4.822796881449246,236,20,0.12483111060028584,12.86346931041141,27.888485545729576,67.84466941394463,-6.515662331096886,Poor
-69.88185026464572,24.539010723571867,271,60,0.8571708835527136,11.276938306597923,76.27583983680479,49.417346694570725,149.70854684741212,Medium
-100.75319610169585,24.964025338732256,176,20,2.2678949996141706,9.782066780383524,119.15321589394885,55.257561310771024,45.30653119870497,Poor
-108.80888937600875,15.224032012825086,445,80,2.274362214014341,22.195509076344024,93.32609868870608,86.89659812307985,94.41838524394112,Poor
-117.55349150671417,0.1915761515050074,288,100,3.4285027146682197,21.32104011724365,27.100755866807038,93.33706147713407,109.02001602518807,Poor
-84.5464234087055,8.611143995247383,98,100,4.551065174338783,18.081582638446434,21.122970604936057,77.54953211362681,169.1495460443599,Poor
-79.34613828946306,18.507807551272265,388,100,3.195160794574604,28.221279585507794,103.94794443212045,89.55948625534981,183.79467234234033,Poor
-119.00473026432863,29.435585340822705,187,40,4.767675489257544,11.14577714124478,53.30207375058051,53.98214316914263,95.33318756457494,Medium
-89.27441650204314,18.954405810500052,436,20,4.408078199389988,8.070256193595206,16.446336339378654,75.44819053086366,0.2647494950378433,Poor
-106.41025348812371,7.794107431924794,412,80,2.922498977653951,20.02119607985359,103.46537079863258,83.54350673194692,109.05497844172277,Poor
-81.28963257543302,19.020171092988342,206,40,4.168959754594137,6.765607767184686,97.93108234971137,73.23755944095593,69.07053978034072,Poor
-109.53801425970052,16.199561391475665,316,60,3.21288805161817,10.135304708319314,118.06876366765962,76.3467749940576,89.48316983809272,Poor
-78.54373571385204,23.395361854534308,276,80,0.3927891546186357,7.51347076217166,109.16924240552207,52.83992183993735,183.76077308791199,Medium
-96.79587922196775,3.209419164808752,277,80,3.70282361629755,3.0054534638365356,102.21484063926499,70.94446829126473,76.41913145521445,Poor
-63.79620067579593,22.830837075060842,83,80,0.47454220633673105,24.997463507434528,6.308927737320378,59.002462565243015,183.91234799691125,Medium
-111.7487433512404,16.23799736028331,17,100,2.970413902848562,8.381675744728174,12.529844339774163,62.54113141943641,177.4215200554385,Medium
-99.53601893698449,28.88976011576984,417,80,3.513201029291144,14.7177975969476,68.27798331649474,74.95092802472985,166.6510394745482,Poor
-113.19158872556466,10.256164981160582,485,20,0.3326380410542762,2.2561429243750464,63.777509553818504,68.77903314383339,-18.025896869407777,Poor
-64.51838290328624,18.978656794018445,306,80,1.1539732696326588,21.28084452132665,54.955585738744254,72.7881489674976,181.15457060582472,Poor
-67.35963879714114,27.960843165300524,173,100,4.5783611613082495,10.586269066882434,47.61471904975011,63.36973903107373,220.24062791942643,Medium
-104.52350233709066,3.0752918397203777,494,80,3.0815724611644817,22.59736510704709,51.745258183719464,105.01459311601327,57.77487379768742,Poor
-80.40095723794926,28.116854617093534,94,60,1.231430094052658,12.959688753568118,68.31575209617543,50.72244701899825,151.78885537878574,Medium
-70.96666798792705,20.636571669024402,81,60,3.453398855740033,6.676912585763114,0.24918211200974483,54.92284921472315,130.9498171653955,Medium
-86.68795130403225,2.0351117731551573,64,100,2.983882099808448,15.882077386179041,31.285052895942265,71.32168623661445,156.5426429407451,Poor
-88.22096529863961,9.028907008404488,402,20,2.507878499589742,4.784632229485753,62.19356648264533,74.25851624884451,-22.749434873014827,Poor
-105.48886254597289,21.24516265935845,56,20,4.880934874940419,13.775635636316848,86.66593184083754,67.64980599272137,38.34007630304681,Poor
-114.41383393164605,2.020518044063151,408,40,3.4172688870375447,10.20185884519411,20.89880308744756,87.89676404554649,-1.0748963051971252,Poor
-66.16705452280038,17.465113805288198,441,100,1.8772055483395633,27.446827941789362,65.62574085449195,81.04686261761114,174.85301586949333,Poor
-65.97491657020018,10.376491708588702,247,80,4.00036716038434,2.7669329299008787,85.73516206629381,71.98236146933098,144.66924481635579,Poor
-82.01391256360392,18.627465533024314,113,100,4.4229164646059385,21.12650500906652,53.355318949668565,78.76553159169562,186.59565901709612,Poor
-99.65821253707796,1.3722610143753855,219,40,0.6261027975841571,6.299783813635641,3.249736040406126,67.44199138405159,13.60420329821876,Poor
-99.04742552324035,26.14610418457129,51,100,1.0027648892263326,10.252307155634956,53.912179015876404,41.43970123819063,214.43329275102067,Medium
-76.44265926778564,29.204669075321906,325,100,1.0811350456388986,13.049907828799913,35.573386529298375,57.94789936719183,237.83767527757863,Medium
-66.17338440284537,29.066335658570743,477,40,3.456059046932702,27.332437591874253,111.5579529241594,83.97407002043553,85.51818675336958,Poor
-66.77481454409296,22.48955495228774,463,20,3.0151977752664165,8.034769716140929,14.953606281399283,63.175300735485735,23.849890268250064,Poor
-73.20746724854257,3.902587203918959,277,80,3.094957823492941,3.6479552737954366,78.29711466086786,79.1451259375892,90.04860124055685,Poor
-81.47810123074274,22.74789587787068,395,40,4.703866498447505,10.241998515725184,6.326371960140138,79.57384045223665,56.6406054134078,Poor
-114.95160210029707,0.7376074937640453,272,60,3.87955766403653,4.035603145530467,53.54045253752358,81.43392585773495,58.88884719775176,Poor
-110.30227715432318,0.6637065458699176,345,20,0.6396846225589159,4.729298092856023,66.47753846640967,77.90006542215356,-54.37308937452527,Poor
-66.08674868837525,9.708306574486237,396,60,1.7375354121259052,17.641667341275774,35.75459175802386,87.39766034905865,76.00595917715357,Poor
-83.6142564204246,14.659295712139972,374,20,2.176968230878678,2.766156059885306,54.60907626244613,71.6105889030902,27.655183114278792,Poor
-119.44817690300222,23.112222534233798,268,80,1.9798079437380245,1.896995560413415,19.626455343622485,49.905846559676775,162.70808759350564,Medium
-113.91170742803807,20.498861298195155,292,80,3.346543045809396,21.718008942644435,36.49486193616434,72.71113385139776,130.1329290115104,Poor
-80.18989385351665,13.37708119130245,123,100,4.459465516282813,11.487765750390292,74.53275898922436,76.9143108373724,177.95390942043966,Poor
-119.69630496922687,8.208799988449977,372,60,1.53025731761394,4.635885127782325,36.216006703338614,62.012989234417404,63.96596543653357,Medium
-110.35151691495008,29.913735004731336,49,20,2.759385682105928,8.354770354931539,107.9691694090646,44.66065639728016,69.222055655757,Medium
-87.07597263800483,12.785439067079189,495,80,3.9470471095679285,19.62050871321957,75.40883491691876,96.24332231901748,122.03519469428778,Poor
